"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.600640672E1,5.557093769E-2,1.354984522E0,9.673335075E0,9.767931340E0
1.600878828E1,6.514734030E-2,1.354984522E0,9.644606590E0,9.739541237E0
1.601116995E1,1.034529060E-1,1.369349122E0,9.678123474E0,9.775064885E0
1.601355088E1,9.866471589E-2,1.374137282E0,9.721217155E0,9.818352763E0
1.601593271E1,8.430013061E-2,1.354984522E0,9.740370750E0,9.834526523E0
1.601831510E1,6.993553042E-2,1.359772801E0,9.697276115E0,9.792396903E0
1.602069714E1,6.514734030E-2,1.335831761E0,9.673335075E0,9.765352126E0
1.602307859E1,9.866471589E-2,1.340619922E0,9.711641312E0,9.804232426E0
1.602546068E1,7.472373545E-2,1.359772801E0,9.721217155E0,9.816141232E0
1.602784276E1,5.557093769E-2,1.383713722E0,9.721217155E0,9.819359184E0
1.603022458E1,7.472373545E-2,1.378925562E0,9.658969879E0,9.757188041E0
1.603260630E1,1.226056963E-1,1.378925562E0,9.673335075E0,9.771892311E0
1.603498828E1,1.082411110E-1,1.374137282E0,9.721217155E0,9.818453666E0
1.603737000E1,7.951192558E-2,1.378925562E0,9.721217155E0,9.818850281E0
1.603975146E1,6.035912782E-2,1.388501883E0,9.697276115E0,9.796363854E0
1.604213312E1,8.908830583E-2,1.393290162E0,9.673335075E0,9.773566682E0
1.604451568E1,1.273939013E-1,1.354984522E0,9.711641312E0,9.806538086E0
1.604689750E1,1.034529060E-1,1.354984522E0,9.702064514E0,9.796771989E0
1.604927870E1,6.514734030E-2,1.369349122E0,9.697276115E0,9.793698242E0
1.605166047E1,5.078274012E-2,1.354984522E0,9.678123474E0,9.772647334E0
1.605404260E1,9.387651086E-2,1.345408201E0,9.692488670E0,9.785871073E0
1.605642453E1,1.130293161E-1,1.364560843E0,9.749946594E0,9.845621388E0
1.605880568E1,6.514734030E-2,1.340619922E0,9.726005554E0,9.818181603E0
1.606118786E1,8.430013061E-2,1.374137282E0,9.687700272E0,9.785034304E0
1.606356958E1,9.387651086E-2,1.359772801E0,9.673335075E0,9.768889719E0
1.606595083E1,1.082411110E-1,1.335831761E0,9.697276115E0,9.789449764E0
1.606833276E1,9.866471589E-2,1.369349122E0,9.711641312E0,9.808202114E0
1.607071385E1,1.082411110E-1,1.364560843E0,9.721217155E0,9.817117979E0
1.607309698E1,8.430013061E-2,1.364560843E0,9.711641312E0,9.807400765E0
1.607547865E1,9.866471589E-2,1.369349122E0,9.668547630E0,9.765534549E0
1.607786104E1,7.951192558E-2,1.354984522E0,9.697276115E0,9.791806231E0
1.608024266E1,8.430013061E-2,1.374137282E0,9.721217155E0,9.818218920E0
1.608262432E1,2.205355465E-2,1.369349122E0,9.687700272E0,9.784024731E0
1.608500604E1,6.514734030E-2,1.374137282E0,9.687700272E0,9.784888042E0
1.608738906E1,1.034529060E-1,1.374137282E0,9.678123474E0,9.775736788E0
1.608977062E1,1.561230719E-1,1.354984522E0,9.697276115E0,9.792727992E0
1.609215234E1,6.993553042E-2,1.345408201E0,9.730792999E0,9.823611688E0
1.609453411E1,7.472373545E-2,1.326255441E0,9.711641312E0,9.802066828E0
1.609691594E1,9.387651086E-2,1.359772801E0,9.668547630E0,9.764149126E0
1.609929833E1,6.035912782E-2,1.340619922E0,9.678123474E0,9.770720494E0
1.610168005E1,9.866471589E-2,1.359772801E0,9.721217155E0,9.816352672E0
1.610406224E1,8.430013061E-2,1.345408201E0,9.730792999E0,9.823724453E0
1.610644349E1,6.514734030E-2,1.340619922E0,9.697276115E0,9.789722673E0
1.610882526E1,9.866471589E-2,1.378925562E0,9.697276115E0,9.795322072E0
1.611120682E1,1.417585015E-1,1.345408201E0,9.697276115E0,9.791189037E0
1.611358828E1,9.866471589E-2,1.326255441E0,9.721217155E0,9.811765957E0
1.611596979E1,8.430013061E-2,1.369349122E0,9.721217155E0,9.817549924E0
1.611835151E1,6.035912782E-2,1.374137282E0,9.682910919E0,9.780115560E0
1.612073312E1,1.226056963E-1,1.383713722E0,9.682910919E0,9.782047827E0
1.612311406E1,1.178174913E-1,1.335831761E0,9.702064514E0,9.794303614E0
1.612549557E1,8.908830583E-2,1.345408201E0,9.730792999E0,9.823766709E0
1.612789458E1,8.908830583E-2,1.383713722E0,9.692488670E0,9.791166275E0
1.613025802E1,5.557093769E-2,1.378925562E0,9.668547630E0,9.766541717E0
1.613263938E1,1.417585015E-1,1.354984522E0,9.678123474E0,9.773543498E0
1.613502161E1,1.082411110E-1,1.383713722E0,9.730792999E0,9.829278315E0
1.613740417E1,4.120634496E-2,1.335831761E0,9.735582352E0,9.826887004E0
1.613978484E1,6.035912782E-2,1.350196242E0,9.678123474E0,9.772039045E0
1.614216635E1,9.866471589E-2,1.359772801E0,9.658969879E0,9.754712498E0
1.614454797E1,1.178174913E-1,1.369349122E0,9.678123474E0,9.775227463E0
1.614692995E1,1.082411110E-1,1.359772801E0,9.730792999E0,9.825936627E0
1.614931177E1,7.472373545E-2,1.354984522E0,9.721217155E0,9.815479085E0
1.615169344E1,7.472373545E-2,1.354984522E0,9.649394035E0,9.744350771E0
1.615407500E1,1.082411110E-1,1.335831761E0,9.644606590E0,9.737278825E0
1.615645667E1,9.866471589E-2,1.374137282E0,9.716429710E0,9.813612704E0
1.615883838E1,7.472373545E-2,1.354984522E0,9.745158195E0,9.839190767E0
1.616122036E1,4.599453509E-2,1.359772801E0,9.682910919E0,9.778029527E0
1.616360161E1,9.387651086E-2,1.383713722E0,9.649394035E0,9.748552801E0
1.616598318E1,1.130293161E-1,1.378925562E0,9.682910919E0,9.781256320E0
1.616836500E1,7.951192558E-2,1.378925562E0,9.726005554E0,9.823591089E0
1.617074646E1,8.908830583E-2,1.359772801E0,9.721217155E0,9.816261090E0
1.617312755E1,7.472373545E-2,1.378925562E0,9.692488670E0,9.790370574E0
1.617550927E1,1.273939013E-1,1.359772801E0,9.654182434E0,9.750305111E0
1.617789250E1,1.321820915E-1,1.359772801E0,9.697276115E0,9.793039275E0
1.618027286E1,1.034529060E-1,1.378925562E0,9.754734039E0,9.852257324E0
1.618265396E1,6.514734030E-2,1.331043482E0,9.721217155E0,9.812134524E0
1.618503635E1,7.472373545E-2,1.378925562E0,9.692488670E0,9.790370574E0
1.618741797E1,1.178174913E-1,1.364560843E0,9.673335075E0,9.769816720E0
1.618979938E1,9.387651086E-2,1.383713722E0,9.692488670E0,9.791211012E0
1.619218109E1,7.951192558E-2,1.364560843E0,9.726005554E0,9.821585029E0
1.619456224E1,7.472373545E-2,1.364560843E0,9.697276115E0,9.793098283E0
1.619694406E1,7.951192558E-2,1.364560843E0,9.678123474E0,9.774171188E0
1.619932578E1,1.130293161E-1,1.364560843E0,9.692488670E0,9.788725072E0
1.620170766E1,1.130293161E-1,1.354984522E0,9.711641312E0,9.806361999E0
1.620409026E1,5.557093769E-2,1.378925562E0,9.711641312E0,9.809204902E0
1.620647135E1,1.034529060E-1,1.388501883E0,9.692488670E0,9.791985325E0
1.620885312E1,1.178174913E-1,1.359772801E0,9.654182434E0,9.750184691E0
1.621123630E1,1.178174913E-1,1.402866483E0,9.702064514E0,9.803671311E0
1.621361812E1,8.430013061E-2,1.345408201E0,9.740370750E0,9.833211688E0
1.621599901E1,1.034529060E-1,1.345408201E0,9.711641312E0,9.804937669E0
1.621838047E1,7.951192558E-2,1.383713722E0,9.649394035E0,9.748425055E0
1.622076203E1,1.321820915E-1,1.388501883E0,9.673335075E0,9.773373065E0
1.622314375E1,1.130293161E-1,1.369349122E0,9.658969879E0,9.756207858E0
1.622552536E1,6.514734030E-2,1.345408201E0,9.716429710E0,9.809351340E0
1.622790734E1,6.993553042E-2,1.369349122E0,9.692488670E0,9.788990991E0
1.623028917E1,1.034529060E-1,1.350196242E0,9.649394035E0,9.743948771E0
1.623267120E1,1.561230719E-1,1.398078322E0,9.635030746E0,9.737187217E0
1.623505354E1,1.178174913E-1,1.369349122E0,9.711641312E0,9.808413477E0
1.623743557E1,6.993553042E-2,1.340619922E0,9.711641312E0,9.803985400E0
1.623981708E1,6.514734030E-2,1.393290162E0,9.673335075E0,9.773377775E0
1.624219911E1,9.866471589E-2,1.350196242E0,9.668547630E0,9.762867299E0
1.624458167E1,8.430013061E-2,1.383713722E0,9.726005554E0,9.824304261E0
1.624696292E1,1.034529060E-1,1.340619922E0,9.711641312E0,9.804281781E0
1.624934380E1,6.514734030E-2,1.321467161E0,9.692488670E0,9.782374776E0
1.625172609E1,9.866471589E-2,1.350196242E0,9.654182434E0,9.748641089E0
1.625410786E1,9.866471589E-2,1.335831761E0,9.682910919E0,9.775118674E0
1.625648995E1,8.430013061E-2,1.354984522E0,9.706851959E0,9.801329732E0
1.625887266E1,8.430013061E-2,1.359772801E0,9.721217155E0,9.816218802E0
1.626125469E1,1.034529060E-1,1.378925562E0,9.697276115E0,9.795371472E0
1.626363458E1,9.387651086E-2,1.369349122E0,9.668547630E0,9.765487346E0
1.626601599E1,1.178174913E-1,1.354984522E0,9.687700272E0,9.782709265E0
1.626839771E1,6.514734030E-2,1.369349122E0,9.721217155E0,9.817404147E0
1.627077911E1,8.908830583E-2,1.393290162E0,9.730792999E0,9.830438779E0
1.627316167E1,9.387651086E-2,1.354984522E0,9.673335075E0,9.768224370E0
1.627554349E1,1.034529060E-1,1.369349122E0,9.682910919E0,9.779804875E0
1.627792698E1,8.430013061E-2,1.359772801E0,9.687700272E0,9.783027401E0
1.628030745E1,9.866471589E-2,1.340619922E0,9.721217155E0,9.813717924E0
1.628268995E1,7.472373545E-2,1.345408201E0,9.702064514E0,9.795190795E0
1.628507094E1,1.034529060E-1,1.345408201E0,9.687700272E0,9.781224989E0
1.628745286E1,9.387651086E-2,1.383713722E0,9.678123474E0,9.776990869E0
1.628983495E1,1.178174913E-1,1.340619922E0,9.726005554E0,9.818672353E0
1.629221714E1,7.951192558E-2,1.364560843E0,9.726005554E0,9.821585029E0
1.629459911E1,4.120634496E-2,1.354984522E0,9.692488670E0,9.786828784E0
1.629698255E1,6.993553042E-2,1.369349122E0,9.682910919E0,9.779507752E0
1.629936318E1,9.387651086E-2,1.374137282E0,9.711641312E0,9.808824753E0
1.630174563E1,4.120634496E-2,1.350196242E0,9.735582352E0,9.828849962E0
1.630412766E1,7.472373545E-2,1.374137282E0,9.706851959E0,9.803918189E0
1.630651094E1,9.866471589E-2,1.388501883E0,9.678123474E0,9.777716819E0
1.630889328E1,1.273939013E-1,1.364560843E0,9.687700272E0,9.784160263E0
1.631127448E1,1.130293161E-1,1.340619922E0,9.706851959E0,9.799643481E0
1.631365776E1,1.034529060E-1,1.374137282E0,9.726005554E0,9.823143072E0
1.631603885E1,7.472373545E-2,1.364560843E0,9.706851959E0,9.802580522E0
1.631842333E1,8.430013061E-2,1.354984522E0,9.658969879E0,9.753911456E0
1.632080417E1,7.472373545E-2,1.359772801E0,9.673335075E0,9.768724440E0
1.632318714E1,8.908830583E-2,1.383713722E0,9.697276115E0,9.795905494E0
1.632556745E1,8.430013061E-2,1.335831761E0,9.711641312E0,9.803444801E0
1.632794984E1,7.472373545E-2,1.369349122E0,9.663759232E0,9.760581086E0
1.633032979E1,9.866471589E-2,1.350196242E0,9.639818192E0,9.734416232E0
1.633271234E1,1.130293161E-1,1.374137282E0,9.687700272E0,9.785323983E0
1.633509516E1,6.993553042E-2,1.374137282E0,9.740370750E0,9.837071038E0
1.633747693E1,8.430013061E-2,1.369349122E0,9.740370750E0,9.836515942E0
1.633985833E1,5.078274012E-2,1.378925562E0,9.673335075E0,9.771255092E0
1.634224047E1,1.034529060E-1,1.383713722E0,9.668547630E0,9.767608686E0
1.634462088E1,9.866471589E-2,1.369349122E0,9.711641312E0,9.808202114E0
1.634700297E1,1.082411110E-1,1.354984522E0,9.692488670E0,9.787340590E0
1.634938385E1,1.130293161E-1,1.369349122E0,9.706851959E0,9.803615027E0
1.635176500E1,8.908830583E-2,1.359772801E0,9.663759232E0,9.759362750E0
1.635414651E1,1.130293161E-1,1.378925562E0,9.668547630E0,9.767037658E0
1.635652891E1,1.369702965E-1,1.345408201E0,9.726005554E0,9.819575761E0
1.635890911E1,9.866471589E-2,1.369349122E0,9.716429710E0,9.812943394E0
1.636129078E1,5.557093769E-2,1.378925562E0,9.682910919E0,9.780761100E0
1.636367328E1,8.908830583E-2,1.354984522E0,9.668547630E0,9.763438588E0
1.636605500E1,1.178174913E-1,1.359772801E0,9.711641312E0,9.807081115E0
1.636843661E1,1.034529060E-1,1.359772801E0,9.735582352E0,9.830628073E0
1.637081849E1,5.557093769E-2,1.374137282E0,9.692488670E0,9.789569859E0
1.637320135E1,6.035912782E-2,1.393290162E0,9.663759232E0,9.763869273E0
1.637558490E1,1.369702965E-1,1.354984522E0,9.692488670E0,9.787700473E0
1.637796542E1,1.273939013E-1,1.331043482E0,9.730792999E0,9.822231842E0
1.638034828E1,1.178174913E-1,1.350196242E0,9.706851959E0,9.801014530E0
1.638273005E1,7.951192558E-2,1.374137282E0,9.673335075E0,9.770772073E0
1.638510906E1,9.866471589E-2,1.359772801E0,9.663759232E0,9.759454866E0
1.638749115E1,1.034529060E-1,1.335831761E0,9.678123474E0,9.770425936E0
1.638987344E1,8.430013061E-2,1.331043482E0,9.716429710E0,9.807537386E0
1.639225474E1,7.472373545E-2,1.321467161E0,9.706851959E0,9.796674643E0
1.639463849E1,4.599453509E-2,1.359772801E0,9.711641312E0,9.806481251E0
1.639701776E1,1.130293161E-1,1.369349122E0,9.678123474E0,9.775170926E0
1.639939911E1,1.417585015E-1,1.364560843E0,9.697276115E0,9.793839177E0
1.640178005E1,6.993553042E-2,1.364560843E0,9.735582352E0,9.830995931E0
1.640416161E1,5.557093769E-2,1.350196242E0,9.697276115E0,9.790979628E0
1.640654323E1,6.993553042E-2,1.335831761E0,9.706851959E0,9.798587267E0
1.640892422E1,9.387651086E-2,1.311890721E0,9.673335075E0,9.762339963E0
1.641130479E1,9.866471589E-2,1.340619922E0,9.697276115E0,9.790003093E0
1.641368724E1,8.908830583E-2,1.383713722E0,9.697276115E0,9.795905494E0
1.641607021E1,6.035912782E-2,1.345408201E0,9.668547630E0,9.761894270E0
1.641844932E1,8.908830583E-2,1.383713722E0,9.663759232E0,9.762727225E0
1.642083130E1,9.387651086E-2,1.359772801E0,9.678123474E0,9.773631303E0
1.642321328E1,9.387651086E-2,1.350196242E0,9.745158195E0,9.838696608E0
1.642559562E1,6.514734030E-2,1.364560843E0,9.697276115E0,9.793029895E0
1.642797745E1,7.951192558E-2,1.359772801E0,9.682910919E0,9.778244632E0
1.643036297E1,8.908830583E-2,1.354984522E0,9.658969879E0,9.753954014E0
1.643274396E1,1.273939013E-1,1.350196242E0,9.687700272E0,9.782167227E0
1.643512240E1,7.472373545E-2,1.359772801E0,9.730792999E0,9.825624566E0
1.643750370E1,6.993553042E-2,1.364560843E0,9.692488670E0,9.788322323E0
1.643988578E1,9.387651086E-2,1.383713722E0,9.668547630E0,9.767511953E0
1.644226896E1,9.387651086E-2,1.354984522E0,9.673335075E0,9.768224370E0
1.644464922E1,1.130293161E-1,1.335831761E0,9.702064514E0,9.794247187E0
1.644703068E1,6.514734030E-2,1.350196242E0,9.745158195E0,9.838464429E0
1.644941203E1,6.993553042E-2,1.364560843E0,9.702064514E0,9.797804504E0
1.645179427E1,8.908830583E-2,1.378925562E0,9.658969879E0,9.757308623E0
1.645417714E1,7.951192558E-2,1.345408201E0,9.687700272E0,9.781001070E0
1.645655849E1,8.908830583E-2,1.374137282E0,9.721217155E0,9.818261199E0
1.645893938E1,8.430013061E-2,1.369349122E0,9.697276115E0,9.793844372E0
1.646132104E1,4.599453509E-2,1.340619922E0,9.663759232E0,9.756414288E0
1.646370240E1,9.866471589E-2,1.374137282E0,9.663759232E0,9.761466615E0
1.646608349E1,9.866471589E-2,1.364560843E0,9.692488670E0,9.788569745E0
1.646846823E1,8.908830583E-2,1.369349122E0,9.721217155E0,9.817592206E0
1.647084849E1,6.514734030E-2,1.378925562E0,9.735582352E0,9.832967182E0
1.647323036E1,9.387651086E-2,1.350196242E0,9.692488670E0,9.786530505E0
1.647561062E1,1.226056963E-1,1.364560843E0,9.692488670E0,9.788840333E0
1.647799125E1,1.178174913E-1,1.345408201E0,9.726005554E0,9.819327280E0
1.648037089E1,6.035912782E-2,1.350196242E0,9.716429710E0,9.809978564E0
1.648275229E1,9.866471589E-2,1.383713722E0,9.678123474E0,9.777038016E0
1.648513333E1,8.908830583E-2,1.378925562E0,9.644606590E0,9.743090306E0
1.648751578E1,9.387651086E-2,1.350196242E0,9.668547630E0,9.762820083E0
1.648989635E1,6.993553042E-2,1.364560843E0,9.730792999E0,9.826253084E0
1.649227776E1,8.430013061E-2,1.369349122E0,9.711641312E0,9.808068133E0
1.649465984E1,9.866471589E-2,1.369349122E0,9.687700272E0,9.784497345E0
1.649704130E1,9.866471589E-2,1.345408201E0,9.673335075E0,9.766947805E0
1.649942292E1,1.226056963E-1,1.359772801E0,9.702064514E0,9.797656356E0
1.650180547E1,6.993553042E-2,1.378925562E0,9.726005554E0,9.823518246E0
1.650418797E1,7.951192558E-2,1.364560843E0,9.726005554E0,9.821585029E0
1.650657135E1,6.514734030E-2,1.369349122E0,9.658969879E0,9.755770616E0
1.650895292E1,7.951192558E-2,1.354984522E0,9.673335075E0,9.768096881E0
1.651133714E1,1.321820915E-1,1.369349122E0,9.726005554E0,9.822819003E0
1.651371635E1,8.430013061E-2,1.345408201E0,9.711641312E0,9.804754291E0
1.651609625E1,6.514734030E-2,1.374137282E0,9.673335075E0,9.770665736E0
1.651847854E1,7.951192558E-2,1.359772801E0,9.663759232E0,9.759280030E0
1.652085880E1,1.082411110E-1,1.378925562E0,9.702064514E0,9.800163656E0
1.652323969E1,7.951192558E-2,1.369349122E0,9.726005554E0,9.822251433E0
1.652562198E1,8.430013061E-2,1.364560843E0,9.716429710E0,9.812142433E0
1.652800271E1,9.387651086E-2,1.378925562E0,9.692488670E0,9.790535487E0
1.653038573E1,9.387651086E-2,1.378925562E0,9.673335075E0,9.771574079E0
1.653276635E1,1.034529060E-1,1.335831761E0,9.721217155E0,9.813114286E0
1.653514688E1,8.908830583E-2,1.354984522E0,9.711641312E0,9.806115273E0
1.653752792E1,5.557093769E-2,1.374137282E0,9.692488670E0,9.789569859E0
1.653990932E1,7.951192558E-2,1.369349122E0,9.682910919E0,9.779580923E0
1.654229250E1,1.034529060E-1,1.345408201E0,9.678123474E0,9.771739851E0
1.654467474E1,1.082411110E-1,1.331043482E0,9.706851959E0,9.798283924E0
1.654706911E1,6.035912782E-2,1.359772801E0,9.697276115E0,9.792333193E0
1.654943745E1,5.557093769E-2,1.335831761E0,9.654182434E0,9.746321003E0
1.655181911E1,9.387651086E-2,1.364560843E0,9.682910919E0,9.779038959E0
1.655420104E1,1.034529060E-1,1.364560843E0,9.687700272E0,9.783877828E0
1.655658333E1,1.273939013E-1,1.359772801E0,9.740370750E0,9.835651155E0
1.655896495E1,7.951192558E-2,1.364560843E0,9.726005554E0,9.821585029E0
1.656134974E1,6.514734030E-2,1.388501883E0,9.711641312E0,9.810614589E0
1.656372875E1,7.472373545E-2,1.388501883E0,9.682910919E0,9.782243351E0
1.656610995E1,1.034529060E-1,1.354984522E0,9.711641312E0,9.806256295E0
1.656849104E1,7.951192558E-2,1.326255441E0,9.740370750E0,9.830569566E0
1.657087266E1,7.951192558E-2,1.350196242E0,9.692488670E0,9.786403255E0
1.657325495E1,1.082411110E-1,1.388501883E0,9.692488670E0,9.792037083E0
1.657563661E1,1.082411110E-1,1.378925562E0,9.678123474E0,9.776462848E0
1.657801875E1,8.908830583E-2,1.345408201E0,9.749946594E0,9.842739382E0
1.658040021E1,6.993553042E-2,1.350196242E0,9.706851959E0,9.800555894E0
1.658278010E1,6.993553042E-2,1.364560843E0,9.668547630E0,9.764616252E0
1.658516234E1,1.082411110E-1,1.388501883E0,9.663759232E0,9.763600571E0
1.658754448E1,1.178174913E-1,1.350196242E0,9.673335075E0,9.767820757E0
1.658992656E1,9.387651086E-2,1.374137282E0,9.711641312E0,9.808824753E0
1.659230771E1,9.866471589E-2,1.359772801E0,9.687700272E0,9.783161726E0
1.659468901E1,1.034529060E-1,1.374137282E0,9.673335075E0,9.770996226E0
1.659706979E1,1.178174913E-1,1.364560843E0,9.682910919E0,9.779298089E0
1.659944917E1,1.321820915E-1,1.340619922E0,9.711641312E0,9.804627012E0
1.660182922E1,6.035912782E-2,1.350196242E0,9.726005554E0,9.819463181E0
1.660421151E1,9.387651086E-2,1.364560843E0,9.692488670E0,9.788522652E0
1.660659359E1,7.951192558E-2,1.393290162E0,9.644606590E0,9.745050841E0
1.660897526E1,9.866471589E-2,1.364560843E0,9.678123474E0,9.774345758E0
1.661135599E1,9.866471589E-2,1.354984522E0,9.726005554E0,9.820432873E0
1.661373698E1,7.472373545E-2,1.364560843E0,9.726005554E0,9.821547433E0
1.661611938E1,5.557093769E-2,1.369349122E0,9.687700272E0,9.784157690E0
1.661850094E1,8.430013061E-2,1.369349122E0,9.682910919E0,9.779621025E0
1.662088276E1,1.178174913E-1,1.369349122E0,9.692488670E0,9.789450169E0
1.662326531E1,1.082411110E-1,1.350196242E0,9.721217155E0,9.815131635E0
1.662564625E1,6.035912782E-2,1.359772801E0,9.716429710E0,9.811301219E0
1.662805255E1,9.866471589E-2,1.354984522E0,9.682910919E0,9.777754428E0
1.663043167E1,1.130293161E-1,1.354984522E0,9.687700272E0,9.782652771E0
1.663279146E1,1.321820915E-1,1.383713722E0,9.716429710E0,9.815352367E0
1.663519458E1,9.387651086E-2,1.364560843E0,9.702064514E0,9.798004640E0
1.663757844E1,7.951192558E-2,1.364560843E0,9.697276115E0,9.793135989E0
1.663995875E1,8.908830583E-2,1.359772801E0,9.654182434E0,9.749879859E0
1.664231870E1,9.866471589E-2,1.354984522E0,9.682910919E0,9.777754428E0
1.664472245E1,7.472373545E-2,1.369349122E0,9.730792999E0,9.826954414E0
1.664710599E1,5.557093769E-2,1.354984522E0,9.711641312E0,9.805868047E0
1.664948615E1,6.993553042E-2,1.326255441E0,9.702064514E0,9.792543097E0
1.665184588E1,9.387651086E-2,1.364560843E0,9.682910919E0,9.779038959E0
1.665425031E1,7.951192558E-2,1.350196242E0,9.702064514E0,9.795887294E0
1.665663250E1,9.387651086E-2,1.364560843E0,9.706851959E0,9.802745230E0
1.665901240E1,8.430013061E-2,1.378925562E0,9.692488670E0,9.790448347E0
1.666139568E1,1.178174913E-1,1.359772801E0,9.692488670E0,9.788115225E0
1.666377594E1,9.866471589E-2,1.369349122E0,9.697276115E0,9.793978548E0
1.666613505E1,1.130293161E-1,1.316678882E0,9.726005554E0,9.815375843E0
1.666851635E1,9.866471589E-2,1.345408201E0,9.716429710E0,9.809631200E0
1.667089776E1,4.120634496E-2,1.374137282E0,9.697276115E0,9.794238883E0
1.667330234E1,8.430013061E-2,1.378925562E0,9.668547630E0,9.766747437E0
1.667568422E1,1.130293161E-1,1.359772801E0,9.706851959E0,9.802282013E0
1.667806427E1,7.472373545E-2,1.359772801E0,9.735582352E0,9.830367716E0
1.668044969E1,6.514734030E-2,1.364560843E0,9.692488670E0,9.788289283E0
1.668282771E1,5.557093769E-2,1.345408201E0,9.687700272E0,9.780835747E0
1.668521057E1,9.387651086E-2,1.350196242E0,9.668547630E0,9.762820083E0
1.668759104E1,1.130293161E-1,1.393290162E0,9.706851959E0,9.806987716E0
1.668995177E1,6.993553042E-2,1.359772801E0,9.726005554E0,9.820848084E0
1.669235531E1,6.035912782E-2,1.364560843E0,9.716429710E0,9.811965952E0
1.669473875E1,6.993553042E-2,1.359772801E0,9.678123474E0,9.773430668E0
1.669711943E1,9.866471589E-2,1.369349122E0,9.668547630E0,9.765534549E0
1.669947938E1,6.993553042E-2,1.354984522E0,9.716429710E0,9.810702337E0
1.670188266E1,6.035912782E-2,1.374137282E0,9.730792999E0,9.827524047E0
1.670426625E1,6.035912782E-2,1.369349122E0,9.663759232E0,9.760481685E0
1.670664885E1,7.951192558E-2,1.364560843E0,9.678123474E0,9.774171188E0
1.670900714E1,1.513348818E-1,1.350196242E0,9.706851959E0,9.801474741E0
1.671141063E1,1.082411110E-1,1.335831761E0,9.730792999E0,9.822652138E0
1.671379609E1,1.034529060E-1,1.369349122E0,9.711641312E0,9.808251449E0
1.671615224E1,8.430013061E-2,1.369349122E0,9.687700272E0,9.784363039E0
1.671855786E1,9.866471589E-2,1.378925562E0,9.658969879E0,9.757400758E0
1.672091594E1,1.130293161E-1,1.331043482E0,9.687700272E0,9.779365467E0
1.672329797E1,9.387651086E-2,1.345408201E0,9.702064514E0,9.795355627E0
1.672570130E1,4.599453509E-2,1.364560843E0,9.687700272E0,9.783438983E0
1.672806167E1,9.866471589E-2,1.369349122E0,9.687700272E0,9.784497345E0
1.673044344E1,8.430013061E-2,1.374137282E0,9.678123474E0,9.775552862E0
1.673284802E1,1.273939013E-1,1.364560843E0,9.726005554E0,9.822089367E0
1.673522974E1,7.951192558E-2,1.359772801E0,9.726005554E0,9.820920948E0
1.673758833E1,6.993553042E-2,1.383713722E0,9.673335075E0,9.772050252E0
1.673996943E1,1.082411110E-1,1.393290162E0,9.658969879E0,9.759542650E0
1.674235109E1,1.369702965E-1,1.364560843E0,9.706851959E0,9.803252629E0
1.674473448E1,8.908830583E-2,1.326255441E0,9.721217155E0,9.811674332E0
1.674711562E1,8.430013061E-2,1.345408201E0,9.711641312E0,9.804754291E0
1.674949667E1,6.993553042E-2,1.340619922E0,9.678123474E0,9.770784346E0
1.675187838E1,1.273939013E-1,1.350196242E0,9.682910919E0,9.777424148E0
1.675426276E1,1.082411110E-1,1.369349122E0,9.721217155E0,9.817784686E0
1.675664286E1,6.035912782E-2,1.374137282E0,9.740370750E0,9.837007617E0
1.675902401E1,6.993553042E-2,1.359772801E0,9.711641312E0,9.806622763E0
1.676142370E1,7.951192558E-2,1.340619922E0,9.663759232E0,9.756629869E0
1.676378724E1,9.866471589E-2,1.398078322E0,9.673335075E0,9.774342392E0
1.676616812E1,8.430013061E-2,1.369349122E0,9.745158195E0,9.841256616E0
1.676855219E1,7.472373545E-2,1.354984522E0,9.740370750E0,9.834449097E0
1.677093219E1,8.908830583E-2,1.383713722E0,9.702064514E0,9.800645705E0
1.677331161E1,8.908830583E-2,1.374137282E0,9.663759232E0,9.761374518E0
1.677569458E1,7.472373545E-2,1.345408201E0,9.711641312E0,9.804676631E0
1.677807562E1,8.908830583E-2,1.369349122E0,9.721217155E0,9.817592206E0
1.678045641E1,5.078274012E-2,1.359772801E0,9.730792999E0,9.825471661E0
1.678283781E1,7.951192558E-2,1.369349122E0,9.687700272E0,9.784322956E0
1.678521917E1,8.908830583E-2,1.388501883E0,9.658969879E0,9.758666575E0
1.678760016E1,1.273939013E-1,1.369349122E0,9.702064514E0,9.799051080E0
1.678998135E1,6.035912782E-2,1.359772801E0,9.716429710E0,9.811301219E0
1.679236250E1,1.034529060E-1,1.354984522E0,9.682910919E0,9.777803916E0
1.679474521E1,1.034529060E-1,1.402866483E0,9.663759232E0,9.765601843E0
1.679712588E1,9.387651086E-2,1.364560843E0,9.716429710E0,9.812229380E0
1.679950703E1,9.866471589E-2,1.345408201E0,9.721217155E0,9.814373181E0
1.680188823E1,9.866471589E-2,1.364560843E0,9.706851959E0,9.802792254E0
1.680427016E1,9.387651086E-2,1.369349122E0,9.668547630E0,9.765487346E0
1.680665141E1,9.866471589E-2,1.374137282E0,9.673335075E0,9.770946703E0
1.680903349E1,7.951192558E-2,1.350196242E0,9.711641312E0,9.805372456E0
1.681143266E1,8.430013061E-2,1.340619922E0,9.726005554E0,9.818327369E0
